Contract,Question,Answer,Source Page No,Evaluation Azure,Result Azure,Evaluation Chroma,Result Chroma,Question Category
contract sample-2.pdf,Who retains operational control over the Aircraft during the Lease Term?,"The Lessee shall retain complete operational control over the Aircraft throughout the Lease Term, including the selection and management of pilots, crew, and all passengers.",8,Yes," Based on the information provided in the lease agreement, the operational control of the aircraft during the lease term is retained by the lessee. The lessee is responsible for operating the aircraft in accordance with the manufacturer's operating manual, approved operating limits and flight performance standards, and for any specific purposes outlined in the lease. The lessee is also required to comply with all applicable local, national, and international laws, rules, treaties, and regulations governing the operation, use, registration, and maintenance of the aircraft. The lessee is required to provide regular operational reports to the lessor, including monthly flight reports, quarterly maintenance reports, and annual financial statements. The lessee is also responsible for paying all taxes, duties, fees, and other charges imposed by any governmental authority in connection with the possession, use, or operation of the aircraft. The lessor has the right to inspect the aircraft at any reasonable time and with reasonable notice.",Yes," Based on the information provided in the lease agreement, the operational control of the aircraft during the lease term is retained by the lessee. The lessee is responsible for operating the aircraft in accordance with the manufacturer's operating manual, approved operating limits and flight performance standards, and for any specific purposes outlined in the lease. The lessee is also required to comply with all applicable local, national, and international laws, rules, treaties, and regulations governing the operation, use, registration, and maintenance of the aircraft. The lessee is required to provide regular operational reports to the lessor, including monthly flight reports, quarterly maintenance reports, and annual financial statements. The lessee is also responsible for paying all taxes, duties, fees, and other charges imposed by any governmental authority in connection with the possession, use, or operation of the aircraft. The lessor has the right to inspect the aircraft at any reasonable time and with reasonable notice.",Specific/Factual
contract sample-2.pdf,Where will the Aircraft be based during the Lease Term?,Base Location: The Aircraft will be stationed at London Heathrow International Airport or any alternative location mutually agreed upon in writing by both parties.,8,Yes," The Aircraft will be based at London Heathrow International Airport during the Lease Term, unless otherwise agreed upon in writing by both parties.",Yes, The Aircraft will be based at London Heathrow International Airport or any alternative location mutually agreed upon in writing by both parties during the Lease Term.,Specific/Factual
contract sample-2.pdf,"Can the base location of the Aircraft be changed? If so, how?","Yes, the base location of the aircraft can be changed. It is initially stationed at London Heathrow International Airport, but it can be moved to an alternative location if both parties mutually agree in writing.",8,Yes," Yes, the base location of the Aircraft can be changed with the Lessor's written consent. The agreement states that the Aircraft will be stationed at London Heathrow International Airport or any alternative location mutually agreed upon in writing by both parties.",Yes," The base location of the Aircraft can be changed with the prior written consent of the Lessor. The Aircraft is initially based at London Heathrow Airport, and the Lessee must notify the Lessor in writing before moving it to any other jurisdiction or country.",Procedural
contract sample-2.pdf,What maintenance schedule must the Lessee follow for the Aircraft?,"The Lessee shall follow the Aircraft’s maintenance schedule as
stipulated by the manufacturer, outlined in the table below: Maintenance Type	Frequency	Estimated Cost (USD)	Next Scheduled Date
Line Maintenance	Every 600 flight hours	$30,000	February 10, 2025
Heavy Maintenance	Every 2.5 years	$1,200,000	August 15, 2026
Engine Overhaul	Every 5,500 cycles	$4,500,000	TBD based on usage
Avionics Check	Annual	$120,000	November 20, 2024
Landing Gear Overhaul	Every 8 years	$800,000	September 1, 2030",14,Yes," The Lessee is required to follow the Aircraft's maintenance schedule as outlined by the manufacturer, which includes line maintenance every 600 flight hours, heavy maintenance every 2.5 years, engine overhaul every 5,500 cycles, avionics check annually, and landing gear overhaul every 8 years. All repairs must be carried out by certified and approved maintenance organizations and in accordance with the manufacturer's guidelines and regulatory requirements. The Lessee is also responsible for maintaining accurate and up-to-date maintenance records and bearing all costs associated with maintaining, repairing, and operating the Aircraft.",Yes," The Lessee is required to follow the Aircraft's maintenance schedule as outlined by the manufacturer, which includes line maintenance every 600 flight hours, heavy maintenance every 2.5 years, engine overhaul every 5,500 cycles, avionics check annually, and landing gear overhaul every 8 years. All repairs must be carried out by certified and approved maintenance organizations, and the Lessee must operate the Aircraft in accordance with any Airworthiness Directives, Service Bulletins, and Mandatory Modifications. The Lessee is responsible for maintaining accurate maintenance records and making them available to the Lessor upon request. The Lessee must also procure and maintain comprehensive aviation insurance coverage throughout the lease term, including Hull All-Risk Insurance with coverage equal to or exceeding the full replacement value of the Aircraft.",Procedural
contract sample-2.pdf,How often is line maintenance required for the Aircraft?,Every 600 flight hours,14,Yes, Line maintenance for the aircraft is required every 600 flight hours.,Yes, Line maintenance for the aircraft is required every 600 flight hours.,Numerical
contract sample-2.pdf,What is the estimated cost for line maintenance?,"$30,000 ",14,Yes," The estimated cost for line maintenance is $30,000.",Yes," The estimated cost for line maintenance is $30,000.",Numerical
contract sample-2.pdf,When is the next scheduled date for line maintenance?,10-Feb-25,14,Yes," The next scheduled line maintenance is on February 10, 2025.",Yes," The next scheduled date for line maintenance is February 10, 2025.",Specific/Factual
contract sample-2.pdf,How frequently is heavy maintenance performed on the Aircraft?,Every 2.5 years,14,Yes," The Aircraft undergoes heavy maintenance every 2.5 years, as outlined in the maintenance schedule provided.",Yes, The Aircraft undergoes heavy maintenance every 2.5 years.,Numerical
contract sample-2.pdf,"What is the cost of heavy maintenance, and when is it next scheduled?","Estimated Cost (USD): $1,200,000. Next Scheduled
Date: August 15, 2026",14,Yes," The cost of heavy maintenance is $1,200,000 and it is next scheduled for August 15, 2026.",Yes," The cost of heavy maintenance is $1,200,000 and it is next scheduled for August 15, 2026.",Tabular
contract sample-2.pdf,"How often is the engine overhaul required, and what is its estimated cost?","Every 5,500 cycles and the Estimated Cost (USD): $4,500,000",14,Yes," The engine overhaul is required every 5,500 cycles. The estimated cost for an engine overhaul is $4,500,000. The next scheduled date for an engine overhaul is to be determined based on usage.",Yes," The engine overhaul is required every 5,500 cycles, and the estimated cost is $4,500,000. However, the next scheduled date for this maintenance is to be determined based on usage.",Tabular
contract sample-2.pdf,When is the next avionics check scheduled?,20-Nov-24,14,Yes," The next scheduled avionics check is on November 20, 2024.",Yes," The next scheduled avionics check is on November 20, 2024.",Specific/Factual
contract sample-2.pdf,"How often is a landing gear overhaul needed, and what is the estimated cost?","Every 8 years and the Estimated Cost (USD) is $800,000",14,Yes," The landing gear overhaul is scheduled every 8 years, with an estimated cost of $800,000.",Yes," The landing gear overhaul is scheduled every 8 years, with an estimated cost of $800,000.",Tabular
contract sample-2.pdf,How often is the engine overhaul needed?,"Every 5,500 cycles",14,Yes," The engine overhaul is needed every 5,500 cycles.",Yes," The engine overhaul is needed every 5,500 cycles. However, the next scheduled engine overhaul is to be determined based on usage.",Numerical
contract sample-2.pdf,When is the avionics check scheduled?,Annual,14,Yes," The next scheduled avionics check is on November 20, 2024.",Yes," The next scheduled avionics check is on November 20, 2024.",Specific/Factual
contract sample-2.pdf,What is the estimated cost for the avionics check?,"$120,000 ",14,Yes," The estimated cost for an avionics check is $120,000 annually.",No," The estimated cost for an avionics communication fault check is $20,000.",Numerical
contract sample-2.pdf,Can you provide the details of maintanance schedule in a table format?,"Here is the table with the ""Provider"" column removed:

Maintenance Type	Frequency	Estimated Cost (USD)	Next Scheduled Date
Line Maintenance	Every 600 flight hours	$30,000	February 10, 2025
Heavy Maintenance	Every 2.5 years	$1,200,000	August 15, 2026
Engine Overhaul	Every 5,500 cycles	$4,500,000	TBD based on usage
Avionics Check	Annual	$120,000	November 20, 2024
Landing Gear Overhaul	Every 8 years	$800,000	September 1, 2030",14,No," The documents required for a lease agreement in the aviation industry include:

1. Flight Logs: All flights during the lease period in both digital and hard copy formats.
2. Maintenance Records: Complete maintenance history during the Lease Term in digital and hard copy formats.
3. Certificates of Airworthiness: The latest issued by FAA and/or EASA in original copy.
4. Engine Performance Reports: The last 5 engine performance cycles in digital copy.
5. Insurance Policies: Proof of all insurance coverage during the Lease Term in certified copy.

These documents are essential for maintaining the aircraft's operational readiness and ensuring compliance with regulatory requirements.",No," This is a table outlining the maintenance schedule for an aircraft as outlined in the lease agreement. The table includes the maintenance type, its frequency, estimated cost, provider, and next scheduled date. The maintenance types include line maintenance, heavy maintenance, engine overhaul, and avionics check, landing gear overhaul. Line maintenance is scheduled every 600 flight hours, heavy maintenance every 2.5 years, engine overhaul every 5,500 cycles, avionics check annually, and landing gear overhaul every 8 years. The estimated costs and providers are also listed for each maintenance type. The next scheduled dates are provided for line maintenance, heavy maintenance, and avionics check, while the landing gear overhaul date is marked as ""TBD based on usage.""",Tabular
contract sample-2.pdf,Can you provide the details of unscheduled maintanance costs in a table format?,"Component Type of Repair Estimated Cost(USD) Time to Repair Engine Minor damage $120,000 3 weeks Landing Gear Hydraulic issues $60,000 2 week Avionics Communication fault $20,000 4 days",14,Yes," The table below provides details of unscheduled maintenance costs for different aircraft components:

<table>
<tr>
<th>Component</th>
<th>Type of Repair</th>
<th>Estimated Cost (USD)</th>
<th>Time to Repair</th>
</tr>
<tr>
<td>Engine</td>
<td>Minor damage</td>
<td>$120,000</td>
<td>3 weeks</td>
</tr>
<tr>
<td>Landing Gear</td>
<td>Hydraulic issues</td>
<td>$60,000</td>
<td>2 weeks</td>
</tr>
<tr>
<td>Avionics</td>
<td>Communication fault</td>
<td>$20,000</td>
<td>4 days</td>
</tr>
</table>

The lessee is responsible for covering the costs of unscheduled maintenance. The table above outlines the estimated costs and time to repair for engine, landing gear, and avionics components.",Yes," The table below details unscheduled maintenance costs for various aircraft components:

| Component | Type of Repair | Estimated Cost (USD) | Time to Repair |
| --- | --- | --- | --- |
| Engine | Minor damage | $120,000 | 3 weeks |
| Landing Gear | Hydraulic issues | $60,000 | 2 weeks |
| Avionics | Communication fault | $20,000 | 4 days |

Please note that these costs and repair times are estimates and may vary depending on the specific circumstances of the maintenance required.",Tabular
contract sample-2.pdf,Who is responsible for covering unscheduled maintenance costs?,"If any unscheduled maintenance isrequired, the Lessee is responsible for covering these costs",14,Yes," The Lessee is responsible for covering unscheduled maintenance costs, as detailed in the lease agreement.",Yes," The Lessee is responsible for covering unscheduled maintenance costs, as detailed in the lease agreement.",Specific/Factual
contract sample-2.pdf,"What type of repair is required for the engine, and what is its estimated cost?","Type of Repair: Minor damage. Estimated Cost(USD) : $120,000",14,Yes," The engine requires minor damage repair, with an estimated cost of $120,000 and a repair time of 3 weeks. Unscheduled maintenance costs for this component, as well as for the landing gear and avionics, are the responsibility of the Lessee. The table provided lists the estimated costs and repair times for these components.",Yes," The engine requires minor damage repair with an estimated cost of $120,000 and a repair time of 3 weeks. Unscheduled maintenance costs for any component are the responsibility of the Lessee.",Tabular
contract sample-2.pdf,What issues may arise with the landing gear?,Hydraulic issues,14,Yes," Issues with landing gear may include hydraulic problems, which could require overhauls or repairs. The lease agreement outlines that the lessee is responsible for the landing gear's maintenance and return in good condition, with any necessary repairs to be made prior to returning the aircraft to the lessor. The lessor also has the right to audit the lessee's maintenance records to ensure compliance with the agreement. If non-compliance is found, the lessor may demand immediate corrective actions and seek reimbursement for associated costs.",Yes," Issues that may arise with the landing gear could include hydraulic problems, which are estimated to cost around $60,000 and take approximately 2 weeks to repair. The Lessee is responsible for covering the costs of any unscheduled landing gear repairs. The lease agreement also states that upon the expiration or early termination of the lease, the Lessee is responsible for returning the aircraft in the condition outlined in the Return Condition clause, including performing any necessary maintenance on the landing gear. If the Lessee is found non-compliant during a Lessor audit, they may be required to take immediate corrective actions and pay for any associated costs.",Specific/Factual
contract sample-2.pdf,what is the estimated repair cost of landing gear?,"$60,000 ",14,Yes," The estimated cost for repairing landing gear hydraulic issues is $60,000.",Yes," The estimated cost for repairing landing gear hydraulic issues is $60,000.",Numerical
contract sample-2.pdf,How long will it take to repair hydraulic issues with the landing gear?,2 week,14,Yes," The text provided does not specify the exact time it would take to repair hydraulic issues with the landing gear. However, it mentions that the estimated time to repair hydraulic issues with the landing gear is 2 weeks.",Yes, The repair time for hydraulic issues with the landing gear is approximately 2 weeks.,Time Estimate
contract sample-2.pdf,What type of fault may occur with the avionics?,Communication fault,14,Yes, A communication fault is a type of fault that may occur with avionics systems.,Yes, condition</td></tr></table> A fault that may occur with avionics is a communication fault.,Descriptive
contract sample-2.pdf,what is its estimated cost for avionics repair?,"$20,000 ",14,Yes," The estimated cost for avionics repair is $20,000.",Yes," The estimated cost for avionics repair for communication fault is $20,000.",Numerical
contract sample-2.pdf,How long is the estimated time to repair a communication fault in the avionics?,4 days,14,Yes, The estimated time to repair a communication fault in the avionics is 4 days.,Yes, The estimated time to repair a communication fault in the avionics is 4 days.,Time Estimate
contract sample-2.pdf,What is outlined in Section 9 regarding the maintenance of the Aircraft?,"Maintenance Schedule: The Lessee shall follow the Aircraft’s maintenance schedule as stipulated by the manufacturer, outlined in the table below:Maintenance Type	Frequency	Estimated Cost (USD)	Next Scheduled Date
Line Maintenance	Every 600 flight hours	$30,000	February 10, 2025
Heavy Maintenance	Every 2.5 years	$1,200,000	August 15, 2026
Engine Overhaul	Every 5,500 cycles	$4,500,000	TBD based on usage
Avionics Check	Annual	$120,000	November 20, 2024
Landing Gear Overhaul	Every 8 years	$800,000	September 1, 2030",14,Yes," Section 9 outlines the Lessee's responsibilities for maintaining the Aircraft. This includes following the Aircraft's maintenance schedule as stipulated by the manufacturer, ensuring all repairs are carried out by certified and approved maintenance organizations, and maintaining accurate and up-to-date maintenance records. The Lessee is also responsible for procuring and maintaining comprehensive aviation insurance coverage throughout the lease term. Additionally, the Lessee must ensure the Aircraft is operated in accordance with any Airworthiness Directives, Service Bulletins, and Mandatory Modifications issued by the manufacturer or aviation authorities. The Lessee bears all costs associated with maintaining, repairing, and operating the Aircraft.",Yes," Section 9 of the lease agreement outlines the Lessee's responsibilities for maintaining the Aircraft. The Lessee is required to follow the Aircraft's maintenance schedule as stipulated by the manufacturer, ensure all repairs are carried out by certified and approved maintenance organizations, and maintain accurate and up-to-date maintenance records. The Lessee is also responsible for procuring and maintaining comprehensive aviation insurance coverage throughout the lease term, and implementing any required modifications or adjustments due to changes in regulations. The Lessee must ensure the Aircraft is maintained in an airworthy condition and perform all routine and scheduled maintenance, repairs, and inspections. Repairs must be carried out by certified and approved maintenance organizations and completed within a reasonable time frame. The Lessee continues to pay rent and other fees during the repair period. The Lessee is also responsible for maintaining hull all-risk insurance with coverage equal to or exceeding the full replacement value of the Aircraft.",Specific/Factual
contract sample-2.pdf,In which section is the maintenance of the Aircraft discussed?,Section 9,14,Yes," Section 9 of the agreement is dedicated to the maintenance of the Aircraft. The Lessee is required to follow the Aircraft's maintenance schedule as stipulated by the manufacturer, ensure all necessary safety equipment is on board and in good working order, and maintain accurate and up-to-date maintenance records. The Lessee is also responsible for all costs associated with maintaining, repairing, and operating the Aircraft. The agreement outlines the frequency and estimated costs for various types of maintenance, including line maintenance, heavy maintenance, engine overhaul, and avionics check. The Lessee must ensure that all repairs are carried out by certified and approved maintenance organizations and in accordance with any Airworthiness Directives, Service Bulletins, and Mandatory Modifications. The Lessee is also responsible for implementing any required modifications or adjustments due to changes in regulations.",Yes," Section 9 of the agreement is classified as ""Controlled"" and is titled ""Maintenance of Aircraft."" This section outlines the Lessee's obligations to maintain the Aircraft in accordance with the manufacturer's guidelines and all applicable regulatory requirements. The Lessee is required to follow the Aircraft's maintenance schedule, ensure all repairs are carried out by certified and approved maintenance organizations, and maintain accurate and up-to-date maintenance records.",Specific/Factual
contract sample-2.pdf,What taxes is the Lessee responsible for during the lease term?,"Tax Type Rate Payment
Frequency
Jurisdiction Estimated Annual
Amount (USD)
Sales Tax 6% on lease
payments
Monthly (on
rent)
State of Texas, USA $180,000
Property Tax 1.5% of aircraft
value
Annually Harris County,
Texas, USA
$750,000
International
Fees
Varies by
airport/country
Per Use Various
(International Ops)
$150,000",15,Yes," The Lessee is responsible for paying various taxes, duties, fees, and other charges during the lease term. These include sales tax at 6% on lease payments in the State of Texas, USA; property tax at 1.5% of aircraft value in Harris County, Texas, USA; and international fees that vary by airport and country for international operations. The Lessee is also responsible for customs duties or import/export fees when the Aircraft is operated across international borders. The Lessee must indemnify the Lessor for any tax liabilities not covered under the terms of the agreement. Additionally, the Lessee is responsible for environmental and safety compliance, including complying with applicable environmental laws and regulations, and ensuring that all necessary safety equipment is on board and in good working order.",No," The Lessee is responsible for paying various taxes, duties, fees, and other charges during the lease term as outlined in the agreement. These include sales tax on lease payments, property tax, international fees, and any customs duties or import/export fees. The Lessee also agrees to indemnify and hold harmless the Lessor from any tax liabilities or penalties arising from the Lessee's failure to comply with its tax obligations. Additionally, the Lessee is responsible for environmental and safety compliance, including complying with all applicable environmental laws and regulations related to the operation of the Aircraft, and ensuring that all necessary safety equipment is on board and in good working order.",Specific/Factual
contract sample-2.pdf,What is the sales tax rate on lease payments?,6% on lease payments,15,Yes," The sales tax rate on lease payments is 6% in the State of Texas, USA. The Lessee is responsible for paying this tax monthly.",Yes," The sales tax rate on lease payments is 6% in the State of Texas, USA. The Lessee is responsible for paying this tax monthly, along with the rent.",Numerical
contract sample-2.pdf,How often is the sales tax payment made?,Monthly (on rent),15,Yes," The sales tax payment is made monthly, on the lease rent, in the State of Texas, USA.",Yes," The sales tax payment is made monthly, on the lease rent, in the State of Texas, USA.",Procedural
contract sample-2.pdf,In which jurisdiction is the sales tax applicable?,"State of Texas, USA",15,Yes," The sales tax of 6% on lease payments is applicable in the jurisdiction of the State of Texas, USA.",Yes," The sales tax is applicable in the jurisdiction of the State of Texas, USA.",Specific/Factual
contract sample-2.pdf,What is the estimated annual amount for sales tax?,"$180,000 ",15,Yes," The estimated annual amount for sales tax is $180,000.",Yes," The estimated annual amount for sales tax is $180,000.",Numerical
contract sample-2.pdf,What is the property tax rate based on the aircraft's value?,1.5% of aircraft value,15,Yes," The property tax rate for the aircraft is 1.5% of its value annually in Harris County, Texas, USA.",No," The property tax rate is 1.5% of the aircraft's value, payable annually in Harris County, Texas, USA. The estimated annual amount is $750,000.",Numerical
contract sample-2.pdf,How often is the property tax payment made?,Annually,15,Yes, The property tax is paid annually.,Yes," The Lessee is responsible for paying property tax annually to Harris County, Texas, USA, with an estimated annual amount of $750,000.",Procedural
contract sample-2.pdf,In which jurisdiction is the property tax applicable?,"Harris County, Texas, USA",15,Yes," The property tax applicable jurisdiction, according to the provided information, is Harris County, Texas, USA.",Yes," The property tax is applicable in Harris County, Texas, USA.",Specific/Factual
contract sample-2.pdf,What is the estimated annual amount for property tax?,"$750,000 ",15,Yes," The estimated annual amount for property tax is $750,000, according to the information provided in the table for Harris County, Texas, USA.",Yes," The estimated annual amount for property tax is $750,000, according to the information provided in the table for Harris County, Texas, USA.",Numerical
contract sample-2.pdf,"How do international fees vary, and when are they paid?",Varies by airport/country,15,Yes, International fees vary depending on the airport or country where the aircraft operates. They are typically paid per use.,Yes, International fees vary depending on the airport or country where the aircraft operates. They are typically paid per use.,Descriptive
contract sample-2.pdf,Could you please provide the tax information in a table format?,"Tax Type Rate Payment
Frequency
Jurisdiction Estimated Annual
Amount (USD)
Sales Tax 6% on lease
payments
Monthly (on
rent)
State of Texas, USA $180,000
Property Tax 1.5% of aircraft
value
Annually Harris County,
Texas, USA
$750,000
International
Fees
Varies by
airport/country
Per Use Various
(International Ops)
$150,000",15,Yes," I'm an intelligent assistant specialising in aircraft lease agreements. Based on the context provided, I see that there are three main tax scenarios: tax on sale or transfer of an aircraft, international customs duties, and penalties for late tax payments.

1. Tax on sale or transfer of an aircraft: The lessor is responsible for this tax, and the lessor pays the tax. The lessee indemnifies the lessor.
2. International customs duties: The lessee is responsible for these duties and pays them immediately.
3. Penalties for late tax payments: The lessee is also responsible for these penalties and pays them, along with any interest.

Here's the information in a table format:

<table>
<tr>
<th>Scenario</th>
<th>Tax Liability</th>
<th>Responsible Party</th>
<th>Remedy</th>
</tr>
<tr>
<td>Tax on sale or transfer of Aircraft</td>
<td>11% of aircraft value</td>
<td>Lessor</td>
<td>Lessor pays; Lessee indemnifies Lessor</td>
</tr>
<tr>
<td>International customs duties</td>
<td>Variable</td>
<td>Lessee</td>
<td>Lessee pays immediately</td>
</tr>
<tr>
<td>Penalties for late tax payments</td>
<td>6% per month of unpaid tax</td>
<td>Lessee</td>
<td>Lessee pays penalties and interest</td>
</tr>
</table>

Regarding the text you provided, it seems there are some repetitions. The table you see above is the correct one.",Yes," The table below outlines the taxes the Lessee is responsible for during the lease term, along with their respective rates, payment frequencies, jurisdictions, and estimated annual amounts:

<table>
<tr><th>Tax Type</th><th>Rate</th><th>Payment Frequency</th><th>Jurisdiction</th><th>Estimated Annual Amount (USD)</th></tr>
<tr><td>Sales Tax</td><td>6% on lease payments</td><td>Monthly (on rent)</td><td>State of Texas, USA</td><td>$180,000</td></tr>
<tr><td>Property Tax</td><td>1.5% of aircraft value</td><td>Annually</td><td>Harris County, Texas, USA</td><td>$750,000</td></tr>
<tr><td>International Fees</td><td>Varies by airport/country</td><td>Per Use</td><td>Various (International Ops)</td><td>$150,000</td></tr>
</table>",Procedural
contract sample-2.pdf,What is the Lessee's responsibility regarding tax liabilities not covered in the agreement?,"The Lessee shall indemnify the Lessor for any tax liabilities not covered under the terms of this agreement, as outlined below: Scenario Tax Liability Responsible Party Remedy Tax on sale or transfer of Aircraft 11% of aircraft value Lessor Lessor pays; Lessee indemnifies Lessor International customs duties Variable Lessee Lessee paysimmediately Penaltiesforlate tax payments 6% per month of unpaid tax Lessee Lessee pays penalties and interest",15,Yes," The Lessee is responsible for paying all taxes, duties, fees, and other charges imposed by any governmental authority in connection with the possession, use, or operation of the Aircraft, including international customs duties and penalties for late tax payments. The Lessee also agrees to indemnify and hold harmless the Lessor from any tax liabilities or penalties arising from the Lessee's failure to comply with its tax obligations.",Yes, The Lessee is responsible for paying any tax liabilities related to international customs duties. The Lessor is responsible for paying taxes on the sale or transfer of the Aircraft and will be indemnified by the Lessee. The Lessee is also responsible for paying penalties and interest for any late tax payments.,Specific/Factual
contract sample-2.pdf,What is the tax liability for the sale or transfer of the Aircraft?,11% of aircraft value,15,Yes," In the context provided, the tax liability for the sale or transfer of an aircraft is 11% of the aircraft's value, and the lessor is responsible for paying this tax. The lessee is required to indemnify and hold harmless the lessor from any tax liabilities or penalties arising from the lessee's failure to comply with their tax obligations. The lessee is responsible for paying international customs duties immediately and any penalties for late tax payments, which accrue at a rate of 6% per month of unpaid tax.",Yes," The tax liability for the sale or transfer of an aircraft is 11% of its value, which the Lessor is responsible for, but the Lessee indemnifies the Lessor for this tax. The Lessee is responsible for paying customs duties and penalties for late tax payments. The Lessee is also responsible for complying with all applicable environmental and safety regulations, as well as obtaining any required permits, clearances, and licenses for exporting or importing the aircraft. The Lessee must return the aircraft in good condition, with up-to-date maintenance logs and records, and is responsible for any major damage to the interior or exterior.",Specific/Factual
contract sample-2.pdf,Who is responsible for paying the tax on the sale or transfer of the Aircraft?,Lessor,15,Yes," The Lessee is responsible for paying international customs duties and penalties for late tax payments. The Lessor is responsible for paying the tax on the sale or transfer of the Aircraft, with the Lessee indemnifying the Lessor. The Lessee is also responsible for paying all other taxes, duties, fees, and charges imposed by any governmental authority in connection with the possession, use, or operation of the Aircraft.",Yes," The Lessee is responsible for paying taxes, duties, fees, and other charges imposed by any governmental authority in connection with the possession, use, or operation of the Aircraft, except for the tax on the sale or transfer of the Aircraft, which is the responsibility of the Lessor. The Lessee will indemnify and hold harmless the Lessor from any tax liabilities or penalties arising from the Lessee's failure to comply with its tax obligations, specifically for the tax on the sale or transfer of the Aircraft, which is 11% of the aircraft value.",Specific/Factual
contract sample-2.pdf,How are penalties for late tax payments calculated?,"6% per month of unpaid tax and Lessee pays penalties and
interest
",15,Yes," In the given context, penalties for late tax payments are the responsibility of the Lessee, and the amount is calculated as 6% per month of the unpaid tax.",Yes, Penalties for late tax payments by the Lessee are calculated at 6% per month of the unpaid tax.,Descriptive
contract sample-2.pdf,Who is responsible for paying penalties and interest for late tax payments?,Lessee,15,Yes," In the context provided, the lessee is responsible for paying penalties and interest for late tax payments.",Yes, The Lessee is responsible for paying penalties and interest for late tax payments as stated in the lease agreement.,Specific/Factual
contract sample-2.pdf,Can you provide the details about tax indemnity in a table format?,"Tax Indemnity: The Lessee shall indemnify the Lessor for any tax liabilities not covered under
the terms of this agreement, as outlined below:
Scenario Tax Liability Responsible
Party
Remedy
Tax on sale or transfer of
Aircraft
11% of aircraft value Lessor Lessor pays; Lessee
indemnifies Lessor
International customs
duties
Variable Lessee Lessee paysimmediately
Penaltiesforlate tax
payments
6% per month of
unpaid tax
Lessee Lessee pays penalties and
interest
",15,Yes," I'm an intelligent assistant specialising in aircraft lease agreements. I'm here to help answer any questions you have about tax indemnities in the context of such agreements. Based on the information provided in the text, I have created the following table to clarify the responsibilities and remedies for different tax scenarios:

<table>
<tr>
<th>Scenario</th>
<th>Tax Liability</th>
<th>Responsible Party</th>
<th>Remedy</th>
</tr>
<tr>
<td>Tax on sale or transfer of Aircraft</td>
<td>11% of aircraft value</td>
<td>Lessor</td>
<td>Lessor pays; Lessee indemnifies Lessor</td>
</tr>
<tr>
<td>International customs duties</td>
<td>Variable</td>
<td>Lessee</td>
<td>Lessee pays immediately</td>
</tr>
<tr>
<td>Penalties for late tax payments</td>
<td>6% per month of unpaid tax</td>
<td>Lessee</td>
<td>Lessee pays penalties and interest</td>
</tr>
</table>

This table outlines the tax liability, the responsible party, and the remedy for three different scenarios: tax on the sale or transfer of an aircraft, international customs duties, and penalties for late tax payments. The tax liability for the sale or transfer of an aircraft is 11% of the aircraft's value, and the Lessor is responsible for paying this tax, with the Lessee indemnifying the Lessor. International customs duties are the responsibility of the Lessee, who must pay them immediately. Penalties for late tax payments are also the responsibility of the Lessee, who must pay the penalties and any accompanying interest.

I hope this information is helpful. If you have any further questions or need clarification on any aspect of tax indemnities in aircraft lease agreements, please don't hesitate to ask.",Yes," I'm an intelligent assistant specialising in aircraft lease agreements. I'm here to help answer any questions you have about tax indemnity in the context of an aircraft lease agreement. I see you've provided a table with various sections and their corresponding descriptions and page numbers. Based on the context given, I can tell you that Section 10 of the agreement is titled ""General Tax Indemnity"" and it can be found on page 13.

In general, a tax indemnity is a provision in a lease agreement where one party agrees to indemnify or hold harmless the other party from any taxes, penalties, or other assessments that may arise during the term of the lease. The specific terms and conditions of the tax indemnity will vary depending on the agreement, but it may include provisions related to the types of taxes covered, the scope of the indemnity, and the procedures for notification and payment.

I hope this information is helpful. If you have any specific questions about the tax indemnity provision in your aircraft lease agreement, please let me know and I'll do my best to provide a clear and accurate answer.

Here's the information you requested in table format:

<table>
<tr>
<th>Section</th>
<th>Description</th>
<th>Page</th>
</tr>
<tr>
<td>Section 10</td>
<td>General Tax Indemnity</td>
<td>13</td>
</tr>
</table>",Procedural
