Contract,Question,Answer,Source Page No,Evaluation Azure,Result Azure,Evaluation Chroma,Result Chroma,Question Category,LightRAG_naive_response,lightRag_similarity_scores,LightRAG_evaluation_result
contract sample-3.pdf,What documentation must the Lessee provide regarding maintenance before returning the Aircraft?,"The Lessee must provide complete maintenance records for the Aircraft, engines, and components, including proof of compliance with all applicable ADs and SBs.",30,Yes," To answer your query, the Lessee is required to provide complete maintenance records for the Aircraft, engines, and components, including proof of compliance with all applicable Airworthiness Directives (ADs) and Service Bulletins (SBS). The Aircraft must be returned in good condition, with no major damage or significant defects. The paint must be in good condition and free of significant defects. All original equipment and configuration must be present, and any missing items must be replaced by the Lessee prior to return. The engines must be in good operating condition, with no major repairs required for at least 1,500 hours or 750 cycles. Along with the Aircraft, the Lessee must return various records, including flight logs, maintenance records, certificates of airworthiness, engine performance reports, and insurance policies.",Yes," The Lessee is required to provide complete maintenance records for the aircraft, engines, and components, including proof of compliance with all applicable Airworthiness Directives (ADs) and Service Bulletins (SBS). The aircraft must be returned in the Lessee's livery (if approved by the Lessor) or repainted in a neutral colour agreed upon by both parties. The paint must be free of significant defects and suitable for continued commercial service. All major components, including engines, APUs, and landing gear, must be within the operational limits specified by the Original Equipment Manufacturer (OEM) and in good operating condition, with no major repairs required for at least 1,500 hours or 750 cycles.

Upon the expiration or termination of the Lease, the Aircraft must meet the following conditions for return:

- Airframe: No major damage, routine wear
- Engines: Mid-life status, no major defects
- Avionics: Fully functional
- Interior: Normal wear and tear acceptable
- Exterior: Repainted, no structural damage

The Lessee must return the following records along with the Aircraft:

- Flight Logs: All flights during the lease period (digital and hard copy)
- Maintenance Records: Complete maintenance history during the Lease Term (digital and hard copy)
- Certificates of Airworthiness: Latest issued by FAA and/or EASA (original copy)
- Engine Performance Reports: Last 5 engine performance cycles (digital copy)
- Insurance Policies: Proof of all insurance coverage during the Lease Term (certified copy)",Procedural,,,
contract sample-3.pdf,What are the requirements for the Aircraft's paint and livery at the time of return?,The Aircraft must be returned either in the Lessee’s livery (if approved by the Lessor) or repainted in a neutral color agreed upon by both parties. The paint must be free of significant defects such as peeling or chipping and suitable for continued commercial service.,30,Yes," The Aircraft's paint and livery at the time of return should be either in the Lessee's approved livery or repainted in a neutral colour agreed upon by both parties. The paint must be in good condition, free of significant defects such as peeling or chipping, and suitable for continued commercial service. Any custom branding applied during the lease term must be removed at the Lessee's cost.",Yes," The requirements for the aircraft's paint and livery at the time of return are that it should be either in the lessee's approved livery or repainted in a neutral colour agreed upon by both parties. Any custom branding applied during the lease term must be removed at the lessee's cost, and the paint must be in good condition with no significant defects such as peeling or chipping.",Descriptive,,,
contract sample-3.pdf,What must the Aircraft's configuration include when it is returned?,"The Aircraft must be returned with all original equipment and configuration as at the time of delivery, including avionics systems, seats, interior components, and operational safety equipment such as oxygen masks and life vests.",30,No," The Aircraft must be returned in good condition, with no major damage or significant defects. The Lessee is responsible for ensuring that all original equipment and configuration is present, including avionics systems, seats, interior components, and operational safety equipment. The paint must be in good condition and either in the Lessee's livery or repainted in a neutral colour. The engines must be in good operating condition, with no major repairs required for at least 1,500 hours or 750 cycles. The Aircraft must have complete maintenance records, including proof of compliance with all applicable ADs and SBS. The interior must be in good condition, clean, and free from damage beyond normal wear and tear. The Aircraft must be returned to the Lessor's designated location, and the Lessor has the right to conduct a post-return test flight and inspection.",Yes," When returning the aircraft, the Lessee must provide complete maintenance records for the Aircraft, engines, and components, including proof of compliance with all applicable ADs and SBS. The Aircraft must be returned in the Lessee's livery (if approved by the Lessor) or repainted in a neutral color. It should be in good condition, with no major damage or significant defects, and all original equipment and configuration must be present. Engines must be in good operating condition, with no major repairs required for at least 1,500 hours or 750 cycles, and no engine or APU can exceed 10% of its TBO. The Aircraft must be returned to the Lessor's designated location, and the Lessor has the right to conduct a post-return test flight and inspection. The Aircraft must meet certain conditions regarding airframe hours/cycles, engine hours/cycles, landing gear cycles, interior condition, and maintenance compliance. Additionally, the Lessee covenants that it will not allow the Aircraft to become subject to any adverse legal process and agrees to indemnify the Lessor for any costs, losses, or damages incurred as a result.",Descriptive,,,
contract sample-3.pdf,What is the Lessee’s responsibility if any equipment or components are missing upon return?,Any missing equipment or components must be replaced by the Lessee at its own expense before returning the Aircraft.,30,Yes," If equipment or components are missing upon the Lessee's return of the aircraft, they are responsible for replacing them with parts of equal or better value before returning the aircraft. The Lessee must ensure that all major components, including engines, avionics, landing gear, and interiors, are operational and meet OEM specifications. Additionally, the Aircraft must be returned in an airworthy condition, free of any liens, and in a state suitable for immediate commercial operation.",Yes," If any equipment or components are missing upon the Lessee's return of the aircraft, it is their responsibility to replace them with parts of equal or better value before returning the aircraft. This is stated in the ""Equipment and Configuration Provision"" section of the lease agreement.",Procedural,,,
contract sample-3.pdf,What must the Lessee do if any components exceed the allowed operational limits at the time of return?,"If any components exceed the allowed operational limits, the Lessee must replace them with parts of equal or better value before returning the Aircraft.",30,Yes," If any components, including engines, exceed the allowed operational limits at the time of return, the Lessee must replace them with parts of equal or better value before returning the Aircraft. The Lessee is required to provide complete maintenance records for the Aircraft, engines, and components, including proof of compliance with all applicable ADs and SBS.",Yes," If any components, including engines, exceed the allowed operational limits at the time of return, the Lessee must replace them with parts of equal or better value before returning the Aircraft. The Lessee is required to provide complete maintenance records for the Aircraft, engines, and components, including proof of compliance with all applicable ADs and SBS.",Procedural,,,
contract sample-3.pdf,What are the requirements regarding fuel and fluids when returning the Aircraft?,"The Aircraft must be returned with a minimum fuel quantity sufficient for the ferry flight to the agreed return location. All necessary hydraulic, oil, and other fluids must be at operational levels.",30,Yes," The requirements regarding fuel and fluids when returning the aircraft state that the Aircraft shall be returned with a minimum fuel quantity sufficient for the ferry flight to the agreed return location. All necessary hydraulic, oil, and other fluids must be at operational levels.",No," To answer your query, the requirements regarding fuel and fluids when returning the aircraft are not explicitly stated in the provided text. However, it is mentioned that the aircraft shall be returned with all necessary hydraulic, oil, and other fluids at operational levels. Therefore, the aircraft should be returned with sufficient fluids for the ferry flight and for the aircraft to operate normally. The exact amount of fuel required for the ferry flight is not specified, so it would be best to consult the lease agreement or the lessor for clarification.",Descriptive,,,
contract sample-3.pdf,What happens if the Lessee fails to return the Aircraft by the expiration of the Lease Term?,"If the Lessee fails to return the Aircraft by the expiration of the Lease Term, they must pay a daily penalty of $12,000 for each day the Aircraft is overdue, unless otherwise agreed upon in writing. A grace period of 5 days may be granted by the Lessor if there is justifiable cause for the delay.",30,Yes," If the Lessee fails to return the Aircraft by the expiration of the Lease Term, they will be required to pay a daily penalty for each day the Aircraft is overdue, as outlined in the Lease Agreement. The penalty rate is $12,000 per day. The Lessee may be granted a grace period of 5 days if there is a justifiable cause for the delay. The Lessee is also responsible for providing complete maintenance records for the Aircraft, engines, and components, and for returning the Aircraft in good condition, with no major damage or missing equipment. If the Lessee fails to meet these requirements, they may be in breach of the Lease Agreement and may be subject to additional penalties or legal action.",Yes," If the Lessee fails to return the Aircraft by the expiration of the Lease Term, the Lessee will be required to pay a daily penalty for each day the Aircraft is overdue, as outlined in the ""Return Delays and Penalties"" provision. The penalty rate is $12,000 per day. The Lessee may be granted a grace period of 5 days if there is a justifiable cause for the delay. Upon satisfactory inspection and acceptance of the Aircraft by the Lessor, the Lessee will provide all necessary documents for the transfer of operational control back to the Lessor, and will be released from any further obligations under the Agreement.

If the Lessee fails to meet the return conditions outlined in the ""Aircraft Return Checklist,"" such as having major damage to the airframe or engines, the Lessee will be responsible for the costs, losses, or damages incurred by the Lessor as a result. The Lessee will also be responsible for securing the release of the Aircraft at its own expense if it is impounded, seized, or detained due to the Lessee's activities or omissions.

Additionally, if the Lessee breaches any material term, covenant, or obligation under the Agreement, such as failing to maintain the Aircraft in accordance with the Maintenance Obligations or making unauthorized modifications, this will also constitute an event of default. In this case, the Lessor may take appropriate action to protect its interests, such as terminating the Agreement and taking possession of the Aircraft.",Descriptive,,,
contract sample-3.pdf,What is the version and last updated date of the Aircraft Maintenance Manual (AMM)?,"The Aircraft Maintenance Manual (AMM) version is AMM 2024-02, and it was last updated on November 15, 2024.",23,Yes," The Aircraft Maintenance Manual (AMM) for the aircraft with landing gear components LG-54321-0001 (Nose Landing Gear), LG-43210-0001 (Left Hand Main Landing Gear), and LG-32100-0001 (Right Hand Main Landing Gear), has version AMM 2024-02 and was last updated on November 15, 2024.",Yes," The Aircraft Maintenance Manual (AMM) for the aircraft with landing gear components LG-54321-0001 (Nose Landing Gear), LG-43210-0001 (Left Hand Main Landing Gear), and LG-32100-0001 (Right Hand Main Landing Gear), has version AMM 2024-02 and was last updated on November 15, 2024.",Specific/Factual,,,
contract sample-3.pdf,Where is the Flight Crew Operating Manual (FCOM) located?,The Flight Crew Operating Manual (FCOM) is located onboard the aircraft and at the Lessee’s Headquarters.,23,Yes, The Flight Crew Operating Manual (FCOM) is located onboard the aircraft and at the Lessee's Headquarters.,Yes, The Flight Crew Operating Manual (FCOM) is located onboard the aircraft and at the Lessee's Headquarters.,Specific/Factual,,,
contract sample-3.pdf,What is the effective date of the Minimum Equipment List (MEL)?,"The effective date of the Minimum Equipment List (MEL) is December 1, 2024.",23,Yes," The effective date of the Minimum Equipment List (MEL) is December 1, 2024.",Yes," The effective date of the Minimum Equipment List (MEL) is December 1, 2024.",Specific/Factual,,,
contract sample-3.pdf,What is the serial number of the Aircraft Logbook and the date of the last entry?,"The serial number of the Aircraft Logbook is LOG12345-678, and the date of the last entry is February 5, 2025.",23,Yes," The serial number of the Aircraft Logbook is LOG12345-678, and the date of the last entry is February 5, 2025.",Yes," The serial number of the Aircraft Logbook is LOG12345-678, and the date of the last entry is February 5, 2025.",Specific/Factual,,,
contract sample-3.pdf,What is the issuance and expiration date of the Airworthiness Certificate?,"The Airworthiness Certificate was issued on March 10, 2023, and it expires on March 10, 2026.",24,Yes," The Airworthiness Certificate for the aircraft was issued on March 10, 2023, and expires on March 10, 2026.",Yes," The Airworthiness Certificate for the aircraft was issued on March 10, 2023, and expires on March 10, 2026.",Specific/Factual,,,
contract sample-3.pdf,"Where is the Lease Agreement stored, and what is its reference number?",The Lease Agreement is stored at both the Lessor’s office and the Lessee’s legal department in Auckland. The reference number is Lease-CLR-AW-2024-02.,24,Yes, The Lease Agreement with reference number Lease-CLR-AW-2024-02 is stored at both the Lessor's office and the Lessee's legal department in Auckland.,Yes, The Lease Agreement with reference number Lease-CLR-AW-2024-02 is stored at both the Lessor's office and the Lessee's legal department in Auckland.,Specific/Factual,,,
contract sample-3.pdf,What is the version and last updated date of the Weight and Balance Manual?,"The Weight and Balance Manual version is WB-2024-01, and it was last updated on January 15, 2025.",24,Yes," The Weight and Balance Manual for the aircraft has the version WB-2024-01 and was last updated on January 15, 2025.",Yes," EASA
</td>
<td>Original Copy</td>
</tr>
<tr>
<td>Engine Performance Reports</td>
<td>Last 5 engine performance cycles</td>
<td>Digital Copy</td>
</tr>
<tr>
<td>Insurance Policies</td>
<td>Proof of all insurance coverage during the Lease Term</td>
<td>Certified Copy</td>
</tr>
<tr>
<td>Weight and Balance Manual</td>
<td>Version WB-2024-01, last updated January 15, 2025</td>
<td>Digital and Hard Copy</td>
</tr>
</table>

The Weight and Balance Manual version is WB-2024-01, and the last updated date is January 15, 2025.",Specific/Factual,,,
contract sample-3.pdf,"What is the effective period of the Certificate of Insurance, and who is the insurer?","The effective period of the Certificate of Insurance is from September 1, 2024, to August 31, 2025. The insurer is Horizon Aviation Insurance Co.",24,Yes," The effective period of the Certificate of Insurance is from September 1, 2024, to August 31, 2025. The insurer is Horizon Aviation Insurance Co.",Yes," The Certificate of Insurance has an effective period from September 1, 2024, to August 31, 2025. The insurer is Horizon Aviation Insurance Co.",Specific/Factual,,,
contract sample-3.pdf,"Where is the Aircraft Delivery and Acceptance Record stored, and what is the document ID?",The Aircraft Delivery and Acceptance Record is stored with the Lessor and Lessee’s Aircraft Leasing Department. The document ID is DA-2024-800-02.,24,Yes," The Aircraft Delivery and Acceptance Record, identified as DA-2024-800-02, is stored with both the Lessor and Lessee's Aircraft Leasing Department.",Yes," The Aircraft Delivery and Acceptance Record, identified as Exhibit H with Document ID DA-2024-800-02, is stored with both the Lessor and Lessee's Aircraft Leasing Department.",Specific/Factual,,,
contract sample-3.pdf,"What is the report number of the Damage History Report, and when was the last entry made?","The report number of the Damage History Report is DHR-12345-2024, and the last entry was made on February 1, 2025.",24,Yes," The Damage History Report has the report number DHR-12345-2024, and the last entry was made on February 1, 2025, reporting no major incidents or damages.",Yes," The Damage History Report has the report number DHR-12345-2024, and the last entry was made on February 1, 2025.",Specific/Factual,,,
contract sample-3.pdf,Where is the Aircraft Maintenance Manual (AMM) stored?,The Aircraft Maintenance Manual (AMM) is stored in both physical and digital formats at the Lessee’s Maintenance Facility.,24,Yes, The Aircraft Maintenance Manual (AMM) is stored in both physical and digital formats at the Lessee's Maintenance Facility.,Yes, The Aircraft Maintenance Manual (AMM) is stored in both physical and digital formats at the Lessee's Maintenance Facility.,Specific/Factual,,,
contract sample-3.pdf,Where is the Minimum Equipment List (MEL) available?,The Minimum Equipment List (MEL) is available in the cockpit and with the Lessee’s Maintenance Control Center.,24,Yes, The Minimum Equipment List (MEL) is available in the cockpit and with the Lessee's Maintenance Control Center.,Yes, The Minimum Equipment List (MEL) is available in the cockpit and with the Lessee's Maintenance Control Center.,Specific/Factual,,,
contract sample-3.pdf,What is the document location for the Aircraft Logbook?,The Aircraft Logbook is located onboard the aircraft and retained in accordance with aviation regulations.,24,Yes," The Aircraft Logbook is typically retained onboard the aircraft, in accordance with aviation regulations (Serial Number: LOG12345-678, Date of Last Entry: February 5, 2025).",Yes," The Aircraft Logbook is retained onboard the aircraft, in accordance with aviation regulations.",Specific/Factual,,,
contract sample-3.pdf,Where is the Certificate of Insurance filed?,The Certificate of Insurance is filed with the Lessee’s Risk Management Office.,24,Yes, The Certificate of Insurance is filed with the Lessee's Risk Management Office.,Yes," The Certificate of Insurance is required to be filed with the Lessee's Risk Management Office. According to the lease agreement, the Lessee is responsible for providing the Lessor with certificates of insurance and any other documents or evidence of insurance coverage. This includes the certificate number, insurer, effective period, and location of the filed certificate. The Lessee must provide proof of insurance prior to the Delivery Date of the Aircraft and upon any renewal, replacement, or modification of the policies.",Specific/Factual,,,
contract sample-3.pdf,"What does the Damage History Report indicate as of the last entry on February 1, 2025?","The Damage History Report indicates that there were no major incidents or damages as of February 1, 2025.",24,Yes," Based on the provided information, the Damage History Report indicates that there were no major incidents or damages reported to the aircraft as of February 1, 2025.",Yes," Based on the context provided, the Damage History Report indicates that there were no major incidents or damages reported to the HorizonJet 787 (serial number 3456789, registration number G67890) as of February 1, 2025.",Descriptive,,,
contract sample-3.pdf,"Who is the manufacturer of the aircraft, and what is its type and model?","The aircraft is manufactured by SkyTech Aviation, and its type and model is STX-450",22,Yes, The aircraft manufacturer is SkyTech Aviation. The type and model is STX-450.,Yes, The aircraft manufacturer is SkyTech Aviation. The type and model is STX-450.,Specific/Factual,,,
contract sample-3.pdf,What is the Maximum Take Off Weight (MTOW) of the aircraft?,"The Maximum Take Off Weight (MTOW) of the aircraft is 90,000 KGS.",22,Yes," The Maximum Take Off Weight (MTOW) of the aircraft is 90,000 KGS, as stated in Exhibit A of the lease agreement.",Yes," The Maximum Take Off Weight (MTOW) of the aircraft is 90,000 KGS, as stated in Exhibit A of the lease agreement.",Numerical,,,
contract sample-3.pdf,"Who is the manufacturer of the aircraft engine, and what is the type and model of the engines?","The engine manufacturer is Rolls-Royce, and the type and model of the engines are RB211-535.",22,No,The manufacturer of the aircraft engines is Rolls-Royce. The type and model of the engines are RB211-535.,No,The manufacturer of the aircraft engines is Rolls-Royce. The type and model of the engines are RB211-535.,Specific/Factual,,,
contract sample-3.pdf,What are the serial numbers of the aircraft engines?,The serial numbers of the aircraft engines are 9101 and 1121.,22,No," Based on the context provided, the engine serial numbers are not explicitly stated. However, the engine overhaul records mentioned in the Aircraft Maintenance Manual (AMM) under the ""Engines"" section may contain the engine serial numbers. Therefore, the engine serial numbers can be found in the engine overhaul records.",No," I'm an intelligent assistant specialising in aircraft lease agreements. Based on the context provided, the engine serial numbers for the aircraft are not explicitly stated. However, the table does list the part numbers (P/N) and serial numbers (S/N) for the landing gear components. The engine models are Collins Aerospace, but the engine serial numbers are not provided in the given text.",Specific/Factual,,,
contract sample-3.pdf,"Who is the manufacturer of the Auxiliary Power Unit (APU), and what is its serial number?","The manufacturer of the Auxiliary Power Unit (APU) is Honeywell Aerospace, and its serial number is APU-98765.",22,Yes, The manufacturer of the APU (Auxiliary Power Unit) for the aircraft leased in this agreement is Honeywell Aerospace. The serial number for the APU is APU-98765.,Yes, The manufacturer of the APU (Auxiliary Power Unit) on the leased HorizonJet 787 aircraft is Honeywell Aerospace. The serial number of the APU is APU-98765.,Specific/Factual,,,
contract sample-3.pdf,What is the Maximum Landing Weight (MLW) of the aircraft?,"The Maximum Landing Weight (MLW) of the aircraft is 75,000 KGS.",22,Yes," The Maximum Landing Weight (MLW) of the aircraft is 75,000 KGS, as stated in Exhibit A of the lease agreement.",Yes," The Maximum Landing Weight (MLW) of the aircraft is 75,000 KGS, as specified in Exhibit A of the aircraft specifications.",Numerical,,,
contract sample-3.pdf,"Who is the manufacturer of the Nose Landing Gear (NLG), and what is its serial number?","The manufacturer of the Nose Landing Gear (NLG) is Collins Aerospace, and its serial number is 20N67890.",22,No, The manufacturer of the Nose Landing Gear (NLG) is Collins Aerospace. The serial number for the NLG is LG-54321-0001.,No, The manufacturer of the nose landing gear (NLG) is Collins Aerospace. The serial number of the nose landing gear is LG-54321-0001.,Specific/Factual,,,
contract sample-3.pdf,What is the Maximum Zero Fuel Weight (MZFW) of the aircraft?,"The Maximum Zero Fuel Weight (MZFW) of the aircraft is 70,000 KGS.",22,Yes," The Maximum Zero Fuel Weight (MZFW) of the aircraft is 70,000 KGS, as stated in Exhibit A of the lease agreement.",Yes," The Maximum Zero Fuel Weight (MZFW) of the HorizonJet 787 aircraft, as specified in Exhibit A, is 70,000 KGS.",Numerical,,,
contract sample-3.pdf,What is the type and serial number of the Left Hand Main Landing Gear (LH MLG)?,"The type of the Left Hand Main Landing Gear (LH MLG) is LG-43210-0001, and its serial number is 20LH9876.",22,Yes, The type of the Left Hand Main Landing Gear (LH MLG) is Collins Aerospace and the serial number is LG-43210-0001.,Yes," The type of the Left Hand Main Landing Gear (LH MLG) is Collins Aerospace, and the serial number is LG-43210-0001 | 20LH9876.",Specific/Factual,,,
contract sample-3.pdf,What documents are included in the aircraft documentation related to airworthiness and maintenance?,"The aircraft documentation includes Certificates, Maintenance Manuals on Boeing Toolbox, Airworthiness Directives (AD) Documentation, Engineering Documentation, Aircraft Maintenance Status Summaries, Aircraft Maintenance Records, Configuration Status, Aircraft Historical Records, Engine Records, and APU Records.",22,No," The aircraft documentation related to airworthiness and maintenance includes the last 2 years of maintenance logs for the airframe, engine overhaul records for engines, latest software updates and calibration records for avionics, cabin refurbishment records for the interior, and inspection and repaint certificates for the exterior.

Upon returning the aircraft, the lessee must provide flight logs for all flights during the lease period in both digital and hard copy formats, complete maintenance history during the lease term in both digital and hard copy formats, original copies of certificates of airworthiness issued by FAA and/or EASA, digital copies of the last 5 engine performance cycles, and certified copies of insurance policies proving all insurance coverage during the lease term.",Yes," The aircraft documentation related to airworthiness and maintenance includes the following:

1. Airframe: Last 2 years of maintenance logs.
2. Engines: Engine overhaul records.
3. Avionics: Latest software updates, calibration records.
4. Interior: Cabin refurbishment records.
5. Exterior: Inspection and repaint certificates.

Additionally, the Lessee is required to return the following documents along with the aircraft:

1. Flight Logs: All flights during the lease period (digital and hard copy).
2. Maintenance Records: Complete maintenance history during the Lease Term (digital and hard copy).
3. Certificates of Airworthiness: Latest issued by FAA and/or EASA (original copy).
4. Engine Performance Reports: Last 5 engine performance cycles (digital copy).
5. Insurance Policies: Proof of all insurance coverage during the Lease Term (certified copy).

The Lessee is responsible for maintaining accurate and up-to-date maintenance records, logs, and technical documents for the Aircraft, and for carrying out all repairs using certified and approved maintenance organizations. The Lessee is also responsible for procuring and maintaining comprehensive aviation insurance coverage throughout the entire Lease Term.

The aircraft documents include certificates, maintenance manuals, airworthiness directives, engineering documentation, aircraft maintenance status summaries, aircraft maintenance records, configuration status, aircraft historical records, engine records, and APU records.",Tabular,,,
contract sample-3.pdf,What is the type and model of the Auxiliary Power Unit (APU) in the aircraft?,The type and model of the Auxiliary Power Unit (APU) is HTF7000.,22,Yes," The Auxiliary Power Unit (APU) in the aircraft is a Honeywell Aerospace model HTF7000, with serial number APU-98765.",Yes," The APU (Auxiliary Power Unit) in the aircraft is a Honeywell Aerospace HTF7000, with serial number APU-98765.",Specific/Factual,,,
contract sample-3.pdf,Are there any express warranties mentioned in this Agreement?,"The Lessor makes no representations or warranties, express or implied, with respect to the Aircraft, except as expressly stated in this Agreement.",4,Yes," The text provided does not explicitly mention any express warranties given by the Lessor to the Lessee. However, there are sections that outline the Lessee's obligations and the Lessor's rights in case of certain events, such as the Lessee's failure to maintain insurance coverage or create liens on the Aircraft. The Lessee is required to indemnify and hold harmless the Lessor for any losses, damages, or liabilities arising from these events, except for those caused by the Lessor's gross negligence or willful misconduct. There are also sections that disclaim any warranties, express or implied, with respect to the Aircraft, except as expressly stated in the Agreement.",No," Yes, there are indemnification provisions in the agreement outlined. The Lessee is required to indemnify and hold harmless the Lessor for any losses, damages, or liabilities arising from the Lessee's use, possession, or operation of the Aircraft, except for those caused by the Lessor's gross negligence or willful misconduct. The Lessor also indemnifies and holds harmless the Lessee from any claims arising from the ownership of the Aircraft. Additionally, the Lessee is obligated to not create any liens on the Aircraft without the Lessor's prior written approval.",Specific/Factual,,,
contract sample-3.pdf,When does the Lessee take possession of the Aircraft?,The Lessee shall take possession of the Aircraft on the Delivery Date and shall be responsible for its condition from that date onward.,4,Yes," The Lessee takes possession of the Aircraft upon delivery by the Lessor, which is scheduled for August 10, 2025, at Auckland International Airport. The Lessee is responsible for ensuring the Aircraft meets the return conditions outlined in the lease agreement, including having up-to-date maintenance logs, engines in mid-life status, avionics that are fully functional, and an acceptable interior and exterior condition. If there are any deficiencies noted during the test flight, they must be corrected prior to final acceptance. If the delivery is delayed due to the Lessor's reasons, the Lessee may be entitled to penalties or an extension of the lease term. The title transfer will be completed upon delivery and acceptance of the Aircraft by the Lessor.",No," The Lessee does not take possession of the aircraft until the delivery date specified in the lease agreement, which is August 10, 2025, in this case. The Lessee's responsibilities prior to that include ensuring the aircraft meets the return conditions outlined in the lease agreement and providing necessary documentation. The Lessor retains ownership of the aircraft throughout the lease term.",Specific/Factual,,,
contract sample-3.pdf,From which date is the Lessee responsible for the Aircraft's condition?,The Lessee shall take possession of the Aircraft on the Delivery Date and shall be responsible for its condition from that date onward.,4,Yes," The Lessee is responsible for the Aircraft's condition from the date they take possession of the aircraft under the lease agreement. They are required to maintain the Aircraft in an airworthy condition, follow the manufacturer's maintenance schedule, and ensure all repairs are carried out by certified and approved maintenance organizations. The Lessee is also responsible for the cost of maintaining, repairing, and operating the Aircraft, as well as procuring and maintaining comprehensive aviation insurance coverage throughout the lease term.",Yes," The Lessee is responsible for the aircraft's condition from the date they take possession of the aircraft under the lease agreement. They are required to maintain the aircraft in an airworthy condition, carry out all necessary repairs, and ensure that all maintenance is conducted by certified and approved maintenance organizations. The Lessee is also responsible for maintaining accurate and up-to-date maintenance records and making them available to the Lessor upon request. The Lessee is responsible for all costs associated with maintaining, repairing, and operating the aircraft. The Lessee is required to procure and maintain comprehensive aviation insurance coverage throughout the lease term. The Lessee is responsible for ensuring that all necessary safety equipment is on board the aircraft and in good working order. The Lessee must follow the aircraft's maintenance schedule as stipulated by the manufacturer.",Specific/Factual,,,
contract sample-3.pdf,For what purpose must the Lessee use the Aircraft?,"The Lessee agrees to utilize the Aircraft exclusively for commercial charter services and must adhere to all relevant laws, regulations, and aviation safety standards in each jurisdiction in which the Aircraft operates.",4,No," The Lessee is required to use the Aircraft only for lawful purposes, as outlined in the lease agreement, such as commercial passenger transport or cargo operations. The Lessee must not use the Aircraft for illegal activities, including transporting unlawful goods or materials, conducting unauthorized flights, or engaging in illegal smuggling or trafficking. The Aircraft must be based at Auckland International Airport, and any modifications or alterations must be approved by the Lessor in writing. The Lessee is responsible for paying all taxes, duties, fees, and other charges related to the Aircraft's possession, use, or operation. The Lessee must comply with all applicable environmental laws and regulations and ensure that all necessary safety equipment is on board. The Lessor retains full legal and beneficial title to the Aircraft during the lease term and the Lessee agrees not to challenge or impair the Lessor's ownership rights. The Lessee must cooperate with the Lessor to ensure the Aircraft is properly registered or deregistered and take all reasonable actions to protect the Lessor's ownership and security interest in the Aircraft against third-party claims.",No," The Lessee is required to use the Aircraft only for lawful purposes, as outlined in the lease agreement, such as commercial passenger transport or cargo operations. The Lessee must maintain full operational control of the Aircraft and agree not to use it for any illegal purposes, including transporting unlawful goods or materials, conducting unauthorized flights, or engaging in illegal smuggling or trafficking activities. The Aircraft must be based at Auckland International Airport, and any modifications or alterations to the Aircraft require the Lessor's prior written consent. The Lessee is responsible for paying all taxes, duties, fees, and other charges imposed by any governmental authority in connection with the possession, use, or operation of the Aircraft. The Lessee must comply with all applicable environmental laws and regulations related to the operation of the Aircraft and ensure that all necessary safety equipment is on board and in good working order. Upon the expiration or termination of the Lease, the Aircraft must meet certain conditions for return, including no major damage, mid-life status engines, fully functional avionics, normal wear and tear on the interior, and a repainted exterior with no structural damage.",Descriptive,,,
contract sample-3.pdf,What must the Lessee adhere to when operating the Aircraft?,"The Lessee agrees to utilize the Aircraft exclusively for commercial charter services and must adhere to all relevant laws, regulations, and aviation safety standards in each jurisdiction in which the Aircraft operates.",4,No," The Lessee is required to adhere to all applicable local, national, and international laws, rules, treaties, and regulations regarding the operation, use, registration, and maintenance of the Aircraft. This includes regulations from the TSA, CAA, and IATA. The Lessee must secure and maintain all necessary licenses, permits, and certifications, ensure the Aircraft is operated by licensed and qualified pilots and crew members, and implement any required modifications for regulatory changes. The Lessee is also responsible for maintaining accurate records and insurance coverage, performing routine maintenance, and ensuring the Aircraft is registered in the Lessor's name. The Lessee must pay all taxes, duties, fees, and charges related to the Aircraft's operation, and protect the Lessor's ownership and security interest against third-party claims. The Lessee must comply with environmental and safety regulations, and ensure all necessary safety equipment is on board and in good working order.",No," The Lessee is required to adhere to all applicable local, national, and international laws, rules, treaties, and regulations regarding the operation, use, registration, and maintenance of the Aircraft. This includes obtaining necessary licenses, permits, and certifications, ensuring the Aircraft is operated by licensed pilots and crew members, and implementing any required modifications for regulatory changes. The Lessee is also responsible for maintaining the Aircraft in an airworthy condition, performing all routine and scheduled maintenance, and obtaining insurance coverage. They must also register the Aircraft in the Lessor's name, pay all taxes, duties, fees, and charges, and comply with environmental and safety regulations.",Descriptive,,,
